country,region,year,population,lifeexpectancy,healthexpenditure_gdp,extdebt_gni
Argentina,Latin America & Caribbean ,2014,42669500,75.913,8.25823321938515,29.8799341576294
Argentina,Latin America & Caribbean ,2015,43131966,76.068,8.78850445151329,30.4104040537488
Argentina,Latin America & Caribbean ,2016,43590368,76.221,7.54439905285835,34.7181506807966
Argentina,Latin America & Caribbean ,2017,44044811,76.372,9.12431478500366,37.8345447399711
Armenia,Europe & Central Asia,2000,3069591,71.409,4.19580340385437,51.6822940013228
Armenia,Europe & Central Asia,2001,3050687,71.8,4.64562699198723,64.6369814678621
Armenia,Europe & Central Asia,2002,3033978,72.112,7.61359855532646,69.9371558433651
Armenia,Europe & Central Asia,2003,3017932,72.348,7.17937499284744,68.8336104106054
Armenia,Europe & Central Asia,2004,3000720,72.513,6.05508536100388,56.5888045570055
Armenia,Europe & Central Asia,2005,2981269,72.626,5.86188286542892,38.5750301830879
Armenia,Europe & Central Asia,2006,2958307,72.716,5.85007108747959,31.9881908994372
Armenia,Europe & Central Asia,2007,2932618,72.815,5.4981455206871,31.7603364781345
Armenia,Europe & Central Asia,2008,2907618,72.946,6.63976222276688,29.2430682607578
Armenia,Europe & Central Asia,2009,2888092,73.118,8.4437794983387,54.7919798640002
Armenia,Europe & Central Asia,2010,2877319,73.331,9.23539102077484,64.8981606877843
Armenia,Europe & Central Asia,2011,2876538,73.572,9.37587842345238,70.5642942821387
Armenia,Europe & Central Asia,2012,2884229,73.82,9.13455188274384,69.1932646471987
Armenia,Europe & Central Asia,2013,2897584,74.056,10.3234454989433,73.5435572836873
Armenia,Europe & Central Asia,2014,2912403,74.273,10.1782701909542,70.5229751093559
Armenia,Europe & Central Asia,2015,2925553,74.467,10.1176336407661,80.4154627750132
Armenia,Europe & Central Asia,2016,2936146,74.64,9.95196625590324,91.3294642325227
Armenia,Europe & Central Asia,2017,2944809,74.797,10.3627048432827,85.70125117502
Azerbaijan,Europe & Central Asia,2000,8048600,66.763,3.89368310570717,32.1078243472879
Azerbaijan,Europe & Central Asia,2001,8111200,67.054,3.67045924067497,28.3749146507424
Azerbaijan,Europe & Central Asia,2002,8171950,67.391,3.68486009538174,28.9114982227597
Azerbaijan,Europe & Central Asia,2003,8234100,67.791,5.94567432999611,28.4037392709299
Azerbaijan,Europe & Central Asia,2004,8306500,68.249,7.19478204846382,27.1841035379235
Azerbaijan,Europe & Central Asia,2005,8391850,68.747,7.43525326251984,19.370755693349
Azerbaijan,Europe & Central Asia,2006,8484550,69.259,5.76135404407978,15.2799205656632
Azerbaijan,Europe & Central Asia,2007,8581300,69.752,4.66374270617962,13.9397416056862
Azerbaijan,Europe & Central Asia,2008,8763400,70.201,4.05234508216381,10.3024421760221
Azerbaijan,Europe & Central Asia,2009,8947243,70.597,5.20230904221535,11.1559454913996
Azerbaijan,Europe & Central Asia,2010,9054332,70.938,4.76775504648685,14.6683760891176
Azerbaijan,Europe & Central Asia,2011,9173082,71.234,4.50815260410309,12.5837767299545
Azerbaijan,Europe & Central Asia,2012,9295784,71.506,4.9017746001482,16.5505357173733
Azerbaijan,Europe & Central Asia,2013,9416801,71.768,5.05413673818111,15.0965682481147
Azerbaijan,Europe & Central Asia,2014,9535079,72.022,5.46774417161942,16.648994351786
Azerbaijan,Europe & Central Asia,2015,9649341,72.266,6.7139521241188,26.0914620793331
Azerbaijan,Europe & Central Asia,2016,9757812,72.493,6.66313469409943,41.2200304001837
Azerbaijan,Europe & Central Asia,2017,9854033,72.693,6.65182918310165,39.126737770042
Burundi,Sub-Saharan Africa ,2000,6378871,49.091,6.17697164416313,127.247625647928
Burundi,Sub-Saharan Africa ,2001,6525545,49.93,6.40484392642975,126.496858951287
Burundi,Sub-Saharan Africa ,2002,6704113,50.81,6.47216066718102,151.804959511159
Burundi,Sub-Saharan Africa ,2003,6909154,51.69,6.31327703595161,175.849196871252
Burundi,Sub-Saharan Africa ,2004,7131693,52.547,7.7010415494442,152.927943930632
Burundi,Sub-Saharan Africa ,2005,7364862,53.369,8.423712849617,117.143700256305
Burundi,Sub-Saharan Africa ,2006,7607849,54.163,9.94232296943665,108.487188748029
Burundi,Sub-Saharan Africa ,2007,7862214,54.944,10.5808191001415,104.401328598858
Burundi,Sub-Saharan Africa ,2008,8126102,55.721,9.23542231321335,86.4857094120281
Burundi,Sub-Saharan Africa ,2009,8397668,56.488,10.3502184152603,34.4145965720994
Burundi,Sub-Saharan Africa ,2010,8675602,57.228,11.2763755023479,30.7185628627881
Burundi,Sub-Saharan Africa ,2011,8958406,57.925,10.069977492094,27.2455690702187
Burundi,Sub-Saharan Africa ,2012,9245988,58.568,8.52668434381485,28.6796239125746
Burundi,Sub-Saharan Africa ,2013,9540289,59.148,8.14255550503731,27.8634611775048
Burundi,Sub-Saharan Africa ,2014,9844297,59.665,6.88927695155144,25.5712677181166
Burundi,Sub-Saharan Africa ,2015,10160030,60.123,6.57856911420822,20.1750854074011
Burundi,Sub-Saharan Africa ,2016,10487998,60.528,7.49216079711914,20.3723070427373
Burundi,Sub-Saharan Africa ,2017,10827024,60.898,7.51757025718689,19.3835445189489
Benin,Sub-Saharan Africa ,2000,6865951,55.391,4.23000827431679,40.002634955805
Benin,Sub-Saharan Africa ,2001,7076733,55.668,4.42538037896156,40.2998533306307
Benin,Sub-Saharan Africa ,2002,7295394,56.025,4.15323227643967,38.7933220410522
Benin,Sub-Saharan Africa ,2003,7520555,56.436,4.14783246815205,28.0417090190034
Benin,Sub-Saharan Africa ,2004,7750004,56.887,4.19944897294044,26.3806759823033
Benin,Sub-Saharan Africa ,2005,7982225,57.355,4.01271618902683,23.8210078721971
Benin,Sub-Saharan Africa ,2006,8216897,57.817,4.05954495072365,9.46362249751234
Benin,Sub-Saharan Africa ,2007,8454793,58.255,3.95197346806526,11.1588119065801
Benin,Sub-Saharan Africa ,2008,8696921,58.654,3.6834541708231,10.2643414628984
Benin,Sub-Saharan Africa ,2009,8944708,59.009,3.85674796998501,13.7334228980472
Benin,Sub-Saharan Africa ,2010,9199259,59.318,4.08980511128902,16.8591857637761
Benin,Sub-Saharan Africa ,2011,9460830,59.59,4.22198325395584,17.4792843513887
Benin,Sub-Saharan Africa ,2012,9729248,59.842,4.66644056141377,15.3295381058756
Benin,Sub-Saharan Africa ,2013,10004588,60.092,3.90670448541641,16.261039427186
Benin,Sub-Saharan Africa ,2014,10286842,60.345,3.64550650119781,15.5440351399046
Benin,Sub-Saharan Africa ,2015,10575952,60.608,3.99181954562664,19.3988598200258
Benin,Sub-Saharan Africa ,2016,10872067,60.885,3.85561250150204,19.438492209099
Benin,Sub-Saharan Africa ,2017,11175204,61.174,3.71858216822147,22.4255237757032
Burkina Faso,Sub-Saharan Africa ,2015,18110624,59.919,5.82530051469803,23.2487655771017
Burkina Faso,Sub-Saharan Africa ,2016,18646378,60.354,7.0131242275238,23.5504435265739
Burkina Faso,Sub-Saharan Africa ,2017,19193284,60.768,6.91505968570709,22.9384767412915
Bangladesh,South Asia,2000,127657854,65.447,2.00194679200649,28.312285791779
Bangladesh,South Asia,2001,130088702,65.956,1.98674462735653,26.9258696430478
Bangladesh,South Asia,2002,132478086,66.43,2.15190127491951,29.3237754107195
Bangladesh,South Asia,2003,134791603,66.886,2.19150464981794,29.4649511156153
Bangladesh,South Asia,2004,136986432,67.331,2.21404936164618,29.0231053050116
Bangladesh,South Asia,2005,139035505,67.773,2.27546356618404,25.5142249883711
Bangladesh,South Asia,2006,140921167,68.213,2.32201218605042,26.5717237509141
Bangladesh,South Asia,2007,142660376,68.648,2.38769203424454,25.4043957676987
Bangladesh,South Asia,2008,144304167,69.072,2.34595704823732,23.6529399775084
Bangladesh,South Asia,2009,145924797,69.485,2.40338314324617,22.9401225230941
Bangladesh,South Asia,2010,147575430,69.881,2.49591507017612,21.3186585394465
Bangladesh,South Asia,2011,149273778,70.256,2.56593748927116,19.4789273407571
Bangladesh,South Asia,2012,151007807,70.606,2.57301107048988,19.5470222088404
Bangladesh,South Asia,2013,152764676,70.93,2.5033475831151,19.439616467771
Bangladesh,South Asia,2014,154520167,71.231,2.49601118266582,17.7117967565762
Bangladesh,South Asia,2015,156256276,71.514,2.46311463415623,17.3096636682518
Bangladesh,South Asia,2016,157970840,71.785,2.31177993118763,16.430183438899
Bangladesh,South Asia,2017,159670593,72.052,2.27424874901772,17.9742504913686
Bulgaria,Europe & Central Asia,2000,8170172,71.6634146341463,5.87085261940956,92.9285406216077
Bulgaria,Europe & Central Asia,2001,8009142,71.7682926829268,6.91216513514519,79.353170051848707
Bulgaria,Europe & Central Asia,2002,7837161,71.8658536585366,7.13596940040588,73.5293921787664
Bulgaria,Europe & Central Asia,2003,7775327,72.0658536585366,7.25556090474129,66.3589622641269
Bulgaria,Europe & Central Asia,2004,7716860,72.5634146341463,6.94398134946823,62.804756286395
Bulgaria,Europe & Central Asia,2005,7658972,72.5609756097561,6.94420039653778,61.7884168561617
Bulgaria,Europe & Central Asia,2006,7601022,72.6121951219512,6.57317936420441,83.5321507920058
Bulgaria,Europe & Central Asia,2007,7545338,72.6634146341463,6.15947619080544,106.471138069448
Bulgaria,Europe & Central Asia,2008,7492561,72.9634146341463,6.29068315029144,102.353947664556
Bulgaria,Europe & Central Asia,2009,7444443,73.4121951219512,6.61345273256302,110.629303475032
Bulgaria,Europe & Central Asia,2010,7395599,73.5121951219512,7.10581466555595,102.815703760097
Bulgaria,Europe & Central Asia,2011,7348328,74.1634146341463,7.13480859994888,85.9254426849758
Bulgaria,Europe & Central Asia,2012,7305888,74.3146341463415,7.59439393877983,96.5040473365829
Bulgaria,Europe & Central Asia,2013,7265115,74.8609756097561,7.86822661757469,95.0122963395061
Bulgaria,Europe & Central Asia,2014,7223938,74.4658536585366,8.49875584244728,83.4787232009564
Bulgaria,Europe & Central Asia,2015,7177991,74.6146341463415,8.20273160934448,82.3209572413836
Bulgaria,Europe & Central Asia,2016,7127822,74.8121951219512,8.23010727763176,76.7166434731764
Bulgaria,Europe & Central Asia,2017,7075947,74.8146341463415,8.09560343623161,71.2336732022312
Bosnia and Herzegovina,Europe & Central Asia,2000,3751176,74.403,7.66593515872955,45.785977365196
Bosnia and Herzegovina,Europe & Central Asia,2001,3755512,74.637,7.28887841105461,42.4453738679578
Bosnia and Herzegovina,Europe & Central Asia,2002,3759387,74.803,7.13765695691109,44.2322038275188
Bosnia and Herzegovina,Europe & Central Asia,2003,3762173,74.941,8.04377049207687,50.3698811527389
Bosnia and Herzegovina,Europe & Central Asia,2004,3764194,75.068,9.0627022087574,49.7010131368504
Bosnia and Herzegovina,Europe & Central Asia,2005,3765331,75.198,9.05223712325096,59.9330781451875
Bosnia and Herzegovina,Europe & Central Asia,2006,3765424,75.342,9.17218700051308,64.9987013585951
Bosnia and Herzegovina,Europe & Central Asia,2007,3762786,75.498,9.53060165047646,71.2030068191244
Bosnia and Herzegovina,Europe & Central Asia,2008,3754271,75.665,9.68943908810616,66.1418306351217
Bosnia and Herzegovina,Europe & Central Asia,2009,3735938,75.844,9.02212113142014,76.5664702824222
Bosnia and Herzegovina,Europe & Central Asia,2010,3705472,76.031,9.01888236403465,81.8582505397878
Bosnia and Herzegovina,Europe & Central Asia,2011,3661175,76.219,9.17856022715569,76.3384314777371
Bosnia and Herzegovina,Europe & Central Asia,2012,3604972,76.401,9.49001535773277,81.3314277227703
Bosnia and Herzegovina,Europe & Central Asia,2013,3542605,76.569,9.48689728975296,79.9968212678989
Bosnia and Herzegovina,Europe & Central Asia,2014,3482104,76.723,9.47516858577728,73.6337504820048
Bosnia and Herzegovina,Europe & Central Asia,2015,3429361,76.865,9.33953672647476,84.6973315329172
Bosnia and Herzegovina,Europe & Central Asia,2016,3386267,76.998,9.22786220908165,84.5705801930863
Bosnia and Herzegovina,Europe & Central Asia,2017,3351527,77.128,8.93166735768318,84.5753634099516
Belarus,Europe & Central Asia,2000,9979610,68.9121951219512,5.46676106750965,20.6643971659232
Belarus,Europe & Central Asia,2001,9928549,68.5073170731707,5.90442009270191,22.7429743081078
Belarus,Europe & Central Asia,2002,9865548,68.0560975609756,5.81475347280502,23.3720394984682
Belarus,Europe & Central Asia,2003,9796749,68.5536585365854,5.96711486577988,21.1834572759208
Belarus,Europe & Central Asia,2004,9730146,68.9560975609756,5.9321966022253,19.8822486799082
Belarus,Europe & Central Asia,2005,9663915,68.8512195121951,6.27653822302818,17.5736026060808
Belarus,Europe & Central Asia,2006,9604924,69.4048780487805,5.76295852661133,17.8053591380541
Belarus,Europe & Central Asia,2007,9560953,70.2073170731707,5.88534027338028,27.894752656069
Belarus,Europe & Central Asia,2008,9527985,70.4560975609756,5.47281429171562,25.1371023858779
Belarus,Europe & Central Asia,2009,9506765,70.4073170731707,5.39037846028805,44.1004249023119
Belarus,Europe & Central Asia,2010,9490583,70.4048780487805,5.65694011747837,50.6386107230577
Belarus,Europe & Central Asia,2011,9473172,70.5536585365854,4.87438552081585,56.202239203603
Belarus,Europe & Central Asia,2012,9464495,71.9658536585366,5.24532683193684,52.5931855192508
Belarus,Europe & Central Asia,2013,9465997,72.4707317073171,5.6955948472023,54.3570209301275
Belarus,Europe & Central Asia,2014,9474511,72.9707317073171,5.38793355226517,52.4051840032053
Belarus,Europe & Central Asia,2015,9489616,73.6243902439025,6.06533326208591,70.9042841528251
Belarus,Europe & Central Asia,2016,9501534,73.8268292682927,5.91054148972034,82.4379580455165
Belarus,Europe & Central Asia,2017,9498264,74.1292682926829,5.92578575015068,75.191369118059
Belize,Latin America & Caribbean ,2000,247315,68.847,4.1409038007259404,80.8425751214412
Belize,Latin America & Caribbean ,2001,255063,69.04,4.70096878707409,90.1010284780803
Belize,Latin America & Caribbean ,2002,262378,69.272,4.49977852404118,99.0624878573889
Belize,Latin America & Caribbean ,2003,269425,69.511,4.76018376648426,118.758840851986
Belize,Latin America & Caribbean ,2004,276504,69.749,4.56158556044102,103.343499561874
Belize,Latin America & Caribbean ,2005,283800,69.998,4.6858336776495,103.59838644018
Belize,Latin America & Caribbean ,2006,291329,70.286,4.60204370319843,97.1761228249589
Belize,Latin America & Caribbean ,2007,299025,70.636,5.04222400486469,96.6611607614705
Belize,Latin America & Caribbean ,2008,306823,71.059,5.06423152983189,107.554553752816
Belize,Latin America & Caribbean ,2009,314655,71.541,5.79696595668793,105.259263621921
Belize,Latin America & Caribbean ,2010,322464,72.057,5.76443038880825,105.263423690011
Belize,Latin America & Caribbean ,2011,330237,72.57,5.63439726829529,93.4786461412236
Belize,Latin America & Caribbean ,2012,338000,73.044,5.37181310355663,85.2876271046581
Belize,Latin America & Caribbean ,2013,345715,73.452,5.69776929914951,85.5156759626455
Belize,Latin America & Caribbean ,2014,353366,73.782,5.67393228411675,84.6232302753866
Belize,Latin America & Caribbean ,2015,360933,74.034,5.90320862829685,78.5983457484341
Belize,Latin America & Caribbean ,2016,368400,74.219,6.09697625041008,77.4233905640755
Belize,Latin America & Caribbean ,2017,375769,74.365,5.64282275736332,79.6422492290206
Bolivia,Latin America & Caribbean ,2000,8418264,62.452,4.39554117619991,72.1058550945587
Bolivia,Latin America & Caribbean ,2001,8580235,63.054,4.82522211968899,60.4516295376008
Bolivia,Latin America & Caribbean ,2002,8742814,63.64,4.89645041525364,66.3179877393636
Bolivia,Latin America & Caribbean ,2003,8905823,64.21,5.19709624350071,75.3695033116352
Bolivia,Latin America & Caribbean ,2004,9069039,64.766,4.86315712332726,74.9155884108386
Bolivia,Latin America & Caribbean ,2005,9232306,65.312,5.07408156991005,75.9604181962415
Bolivia,Latin America & Caribbean ,2006,9395446,65.853,4.82158102095127,56.589600930579
Bolivia,Latin America & Caribbean ,2007,9558439,66.395,4.8893615603447,40.0988435207577
Bolivia,Latin America & Caribbean ,2008,9721454,66.937,4.7528300434351,35.3269228331773
Bolivia,Latin America & Caribbean ,2009,9884781,67.476,5.41083328425884,34.6829592821543
Bolivia,Latin America & Caribbean ,2010,10048590,68.007,5.47302737832069,30.7497653030905
Bolivia,Latin America & Caribbean ,2011,10212954,68.521,5.49254566431046,27.1113161929526
Bolivia,Latin America & Caribbean ,2012,10377676,69.01,5.37370517849922,25.995061428678
Bolivia,Latin America & Caribbean ,2013,10542376,69.468,5.73515519499779,28.3177148321565
Bolivia,Latin America & Caribbean ,2014,10706517,69.891,5.96491470932961,28.3850394599121
Bolivia,Latin America & Caribbean ,2015,10869730,70.277,6.61701411008835,31.045627556501
Bolivia,Latin America & Caribbean ,2016,11031813,70.626,6.8528488278389,32.9957292965985
Bolivia,Latin America & Caribbean ,2017,11192854,70.945,6.44316077232361,35.6397803437003
Brazil,Latin America & Caribbean ,2000,174790340,70.116,8.33480134606361,38.098076948942
Brazil,Latin America & Caribbean ,2001,177196054,70.462,8.54993164539337,42.489888652544
Brazil,Latin America & Caribbean ,2002,179537520,70.813,8.70434194803238,47.2467255849986
Brazil,Latin America & Caribbean ,2003,181809246,71.17,8.19711089134216,43.6380175065103
Brazil,Latin America & Caribbean ,2004,184006481,71.531,8.13535004854202,33.976771492493
Brazil,Latin America & Caribbean ,2005,186127103,71.896,8.04408192634583,21.7547231625036
Brazil,Latin America & Caribbean ,2006,188167356,72.26,8.2588829100132,17.9923040765144
Brazil,Latin America & Caribbean ,2007,190130443,72.618,8.20775330066681,17.4376821181766
Brazil,Latin America & Caribbean ,2008,192030362,72.966,8.01595821976662,15.8959322045526
Brazil,Latin America & Caribbean ,2009,193886508,73.3,8.40249136090279,17.2778028853237
Brazil,Latin America & Caribbean ,2010,195713635,73.619,7.94906690716743,16.460710751217
Brazil,Latin America & Caribbean ,2011,197514534,73.921,7.78830125927925,15.8513285296627
Brazil,Latin America & Caribbean ,2012,199287296,74.209,7.73530080914497,18.3266889639789
Brazil,Latin America & Caribbean ,2013,201035903,74.483,7.97709375619888,19.8390776565469
Brazil,Latin America & Caribbean ,2014,202763735,74.745,8.39605405926704,23.1065143276441
Brazil,Latin America & Caribbean ,2015,204471769,74.994,8.87020379304886,30.7298913348092
Brazil,Latin America & Caribbean ,2016,206163058,75.23,9.20620560646057,30.9089722594532
Brazil,Latin America & Caribbean ,2017,207833831,75.456,9.46747660636902,26.8247177482234
Bhutan,South Asia,2000,591021,60.884,4.31019999086857,49.9027811344214
Bhutan,South Asia,2001,603640,61.808,4.85057421028614,59.1301286732428
Bhutan,South Asia,2002,616018,62.728,4.45451140403748,75.2817693736027
Bhutan,South Asia,2003,627839,63.624,4.0074784308672,83.6304743569364
Bhutan,South Asia,2004,638815,64.483,4.46532815694809,90.2136651000271
Bhutan,South Asia,2005,648739,65.289,4.01967391371727,83.6042617277437
Bhutan,South Asia,2006,657410,66.031,4.29145358502865,82.7500899512726
Bhutan,South Asia,2007,664876,66.709,4.02995645999908,69.5307200123119
Bhutan,South Asia,2008,671613,67.325,3.30082774162292,58.0567671342573
Bhutan,South Asia,2009,678323,67.882,3.46147678792477,66.462854452616
Bhutan,South Asia,2010,685503,68.384,3.47357615828514,64.0152496294596
Bhutan,South Asia,2011,693298,68.84,3.26995775103569,64.3635506717257
Bhutan,South Asia,2012,701583,69.263,3.53425480425358,88.4379637469247
Bhutan,South Asia,2013,710238,69.662,3.62129546701908,93.5919296023436
Bhutan,South Asia,2014,719056,70.046,3.46891731023788,103.896794711624
Bhutan,South Asia,2015,727876,70.419,3.65807972848415,108.076077532446
Bhutan,South Asia,2016,736709,70.781,3.48776765167713,116.021645859232
Bhutan,South Asia,2017,745568,71.129,3.18696238100529,116.55424756929
Botswana,Sub-Saharan Africa ,2000,1643334,50.629,5.82725815474987,8.32268597800998
Botswana,Sub-Saharan Africa ,2001,1674678,50.281,6.15671686828136,7.47976563172273
Botswana,Sub-Saharan Africa ,2002,1704642,50.232,6.42154216766357,10.3645742358617
Botswana,Sub-Saharan Africa ,2003,1734398,50.518,6.17618672549725,7.56528331713902
Botswana,Sub-Saharan Africa ,2004,1765527,51.15,5.79530261456966,6.44916341871367
Botswana,Sub-Saharan Africa ,2005,1799078,52.13,5.02534136176109,5.0633382067839
Botswana,Sub-Saharan Africa ,2006,1835908,53.435,4.77372445166111,3.89921440398121
Botswana,Sub-Saharan Africa ,2007,1875459,54.983,5.33311665058136,4.1681613315031
Botswana,Sub-Saharan Africa ,2008,1915639,56.679,5.78200332820416,4.39875906758106
Botswana,Sub-Saharan Africa ,2009,1953498,58.447,6.52500838041306,16.3853000622055
Botswana,Sub-Saharan Africa ,2010,1987105,60.211,6.1940249055624,14.8752199060525
Botswana,Sub-Saharan Africa ,2011,2015402,61.91,5.77690303325653,15.9507818827958
Botswana,Sub-Saharan Africa ,2012,2039551,63.511,6.14145994186401,17.7858696818073
Botswana,Sub-Saharan Africa ,2013,2062536,64.976,6.22438825666904,16.7584837289811
Botswana,Sub-Saharan Africa ,2014,2088614,66.265,5.59793151915073,15.8407777855264
Botswana,Sub-Saharan Africa ,2015,2120716,67.338,5.72629943490028,16.0140968566757
Botswana,Sub-Saharan Africa ,2016,2159944,68.178,5.56052215397358,14.7914828461053
Botswana,Sub-Saharan Africa ,2017,2205128,68.812,6.13456815481186,10.801023541045
Central African Republic,Sub-Saharan Africa ,2000,3640427,44.19,4.43353950977325,96.4027079482415
Central African Republic,Sub-Saharan Africa ,2001,3722018,44.061,3.91125455498695,90.3464914782126
Central African Republic,Sub-Saharan Africa ,2002,3802128,44.063,4.26706820726395,110.309048969602
Central African Republic,Sub-Saharan Africa ,2003,3881181,44.182,4.61035929620266,93.6037554193575
Central African Republic,Sub-Saharan Africa ,2004,3959875,44.413,4.19610664248466,88.8930384103811
Central African Republic,Sub-Saharan Africa ,2005,4038382,44.744,4.76289317011833,78.7240459965356
Central African Republic,Sub-Saharan Africa ,2006,4118069,45.158,4.46036383509636,72.3973123627391
Central African Republic,Sub-Saharan Africa ,2007,4198010,45.636,4.77105975151062,61.0513731987586
Central African Republic,Sub-Saharan Africa ,2008,4273366,46.161,4.02206890285015,50.8932502409952
Central African Republic,Sub-Saharan Africa ,2009,4337625,46.719,4.34508509933949,26.8167547913169
Central African Republic,Sub-Saharan Africa ,2010,4386768,47.312,3.74203287065029,29.4723913825867
Central African Republic,Sub-Saharan Africa ,2011,4418636,47.95,3.8226556032896,23.3454328086864
Central African Republic,Sub-Saharan Africa ,2012,4436415,48.638,3.87416668236256,22.9020012758019
Central African Republic,Sub-Saharan Africa ,2013,4447942,49.371,4.843345656991,35.0297087621888
Central African Republic,Sub-Saharan Africa ,2014,4464175,50.129,4.85324896872044,34.5720863071651
Central African Republic,Sub-Saharan Africa ,2015,4493170,50.881,6.30899146199226,42.5599858823201
Central African Republic,Sub-Saharan Africa ,2016,4537687,51.593,4.28150147199631,39.7917960624123
Central African Republic,Sub-Saharan Africa ,2017,4596028,52.24,5.82177564501762,35.0093303166316
China,East Asia & Pacific,2000,1262645000,71.397,4.47341501712799,12.1951153176042
China,East Asia & Pacific,2001,1271850000,71.732,4.22035083174706,13.9632977720954
China,East Asia & Pacific,2002,1280400000,72.061,4.348249360919,12.7436363052921
China,East Asia & Pacific,2003,1288400000,72.381,4.38032373785973,12.5576996141752
China,East Asia & Pacific,2004,1296075000,72.689,4.25689592957497,12.6851444238621
China,East Asia & Pacific,2005,1303720000,72.985,4.142215102911,12.5947957693719
China,East Asia & Pacific,2006,1311020000,73.271,3.91870997846127,11.8837282417172
China,East Asia & Pacific,2007,1317885000,73.553,3.65868471562862,10.6164480886493
China,East Asia & Pacific,2008,1324655000,73.835,3.87722700834274,8.35942746351029
China,East Asia & Pacific,2009,1331260000,74.119,4.32182438671589,8.92401574507503
China,East Asia & Pacific,2010,1337705000,74.409,4.20799143612385,12.2544880979118
China,East Asia & Pacific,2011,1344130000,74.708,4.32551316916943,14.091814591876
China,East Asia & Pacific,2012,1350695000,75.013,4.54939901828766,13.4882900763158
China,East Asia & Pacific,2013,1357380000,75.321,4.71002236008644,15.59627945135
China,East Asia & Pacific,2014,1364270000,75.629,4.77322712540627,16.954843623834
China,East Asia & Pacific,2015,1371220000,75.928,4.88872304558754,12.1035005897923
China,East Asia & Pacific,2016,1378665000,76.21,4.98188063502312,12.6364246582148
China,East Asia & Pacific,2017,1386395000,76.47,5.15119321644306,13.857041805245
