country,region,year,co2_emissions_capita,gdp_capita,lifeexpectancy,population
Albania,Europe & Central Asia,2015,1.60264803417777,4524.3730858712,78.025,2880703
Albania,Europe & Central Asia,2016,1.57716262398295,4681.82656299267,78.194,2876101
Albania,Europe & Central Asia,2017,NA,4864.3106163045,78.333,2873457
Albania,Europe & Central Asia,2018,NA,5074.85722194352,78.458,2866376
Albania,Europe & Central Asia,2019,NA,5209.36283189526,NA,2854191
Andorra,Europe & Central Asia,1970,NA,41701.5444268705,NA,24276
Andorra,Europe & Central Asia,1971,NA,41449.7985565243,NA,25559
Andorra,Europe & Central Asia,1972,NA,42605.7949944759,NA,26892
Andorra,Europe & Central Asia,1973,NA,43744.396232266,NA,28232
Andorra,Europe & Central Asia,1974,NA,44186.4290832146,NA,29520
Andorra,Europe & Central Asia,1975,NA,42711.4745829757,NA,30705
Andorra,Europe & Central Asia,1976,NA,42634.0917910764,NA,31777
Andorra,Europe & Central Asia,1977,NA,42514.4209587348,NA,32771
Andorra,Europe & Central Asia,1978,NA,41901.2714300987,NA,33737
Andorra,Europe & Central Asia,1979,NA,40617.2283412736,NA,34818
Andorra,Europe & Central Asia,1980,NA,40076.7104991884,NA,36067
Andorra,Europe & Central Asia,1981,NA,38494.1831759067,NA,37500
Andorra,Europe & Central Asia,1982,NA,37365.7752340516,NA,39114
Andorra,Europe & Central Asia,1983,NA,36396.0078557637,NA,40867
Andorra,Europe & Central Asia,1984,NA,35450.3115567374,NA,42706
Andorra,Europe & Central Asia,1985,NA,34732.872913185,NA,44600
Andorra,Europe & Central Asia,1986,NA,34384.9106439106,NA,46517
Andorra,Europe & Central Asia,1987,NA,34840.7420976256,NA,48455
Andorra,Europe & Central Asia,1988,NA,35178.8672109271,NA,50434
Andorra,Europe & Central Asia,1989,NA,35460.8900418109,NA,52448
Andorra,Europe & Central Asia,1990,7.46733566933901,35410.3176062566,NA,54509
Andorra,Europe & Central Asia,1991,7.18245663566904,34926.5667828861,NA,56671
Andorra,Europe & Central Asia,1992,6.91205338948512,33923.9841131311,NA,58888
Andorra,Europe & Central Asia,1993,6.73605484574634,32427.0466237806,NA,60971
Andorra,Europe & Central Asia,1994,6.4942004243981,32296.1802412276,NA,62677
Andorra,Europe & Central Asia,1995,6.66205168363352,32577.0673618283,NA,63850
Andorra,Europe & Central Asia,1996,7.06507147296457,33821.6667720915,NA,64360
Andorra,Europe & Central Asia,1997,7.23971271783233,36907.4285929324,NA,64327
Andorra,Europe & Central Asia,1998,7.66078388575348,38196.3937249671,NA,64142
Andorra,Europe & Central Asia,1999,7.97545440422557,39621.2565388614,NA,64370
Andorra,Europe & Central Asia,2000,8.01928429423459,40379.390206452,NA,65390
Andorra,Europe & Central Asia,2001,7.78695000074249,42393.0818204197,NA,67341
Andorra,Europe & Central Asia,2002,7.59061514082999,42607.056937381,NA,70049
Andorra,Europe & Central Asia,2003,7.31576070618458,44328.7604494183,NA,73182
Andorra,Europe & Central Asia,2004,7.35862494097896,46010.1013427567,NA,76244
Andorra,Europe & Central Asia,2005,7.29987193629782,46880.8061047792,NA,78867
Andorra,Europe & Central Asia,2006,6.74605212796168,47845.400420286,NA,80993
Andorra,Europe & Central Asia,2007,6.51938706400271,47594.8281439041,NA,82684
Andorra,Europe & Central Asia,2008,6.42780997352794,44317.5502434378,NA,83862
Andorra,Europe & Central Asia,2009,6.12157986337213,41668.8373600629,NA,84463
Andorra,Europe & Central Asia,2010,6.12259470212791,40852.6667774434,NA,84449
Andorra,Europe & Central Asia,2011,5.8674101758869,41191.7854116591,NA,83747
Andorra,Europe & Central Asia,2012,5.91688403071809,39769.5614582283,NA,82427
Andorra,Europe & Central Asia,2013,5.90177532374279,39143.6896810315,NA,80774
Andorra,Europe & Central Asia,2014,5.83290621488897,40914.7285238633,NA,79213
Andorra,Europe & Central Asia,2015,5.96978631218674,42140.9617984695,NA,78011
Andorra,Europe & Central Asia,2016,6.07237020841688,44107.9563309965,NA,77297
Andorra,Europe & Central Asia,2017,NA,44430.7440094935,NA,77001
Andorra,Europe & Central Asia,2018,NA,45133.7136149095,NA,77006
Andorra,Europe & Central Asia,2019,NA,45887.3021264552,NA,77142
United Arab Emirates,Middle East & North Africa,1975,56.6668508720575,103604.906761616,65.244,548301
United Arab Emirates,Middle East & North Africa,1976,62.156926708908,103766.654037947,65.916,637922
United Arab Emirates,Middle East & North Africa,1977,52.74519000631,109318.635675083,66.545,735344
United Arab Emirates,Middle East & North Africa,1978,53.6373164589687,94683.6793247568,67.137,835508
United Arab Emirates,Middle East & North Africa,1979,39.289187324054,102668.63180644,67.692,931749
United Arab Emirates,Middle East & North Africa,1980,36.1984916268517,116232.75297577,68.213,1019509
United Arab Emirates,Middle East & North Africa,1981,33.6099588732548,113095.337311238,68.701,1096610
United Arab Emirates,Middle East & North Africa,1982,31.6547862905926,99319.6142653997,69.158,1164806
United Arab Emirates,Middle East & North Africa,1983,28.76982137784,89704.038671159,69.585,1228459
United Arab Emirates,Middle East & North Africa,1984,35.854655166151304,88583.3785405907,69.986,1293971
United Arab Emirates,Middle East & North Africa,1985,36.5448108719012,80886.4664441653,70.363,1366164
United Arab Emirates,Middle East & North Africa,1986,32.6571350544117,64972.4226048589,70.717,1446380
United Arab Emirates,Middle East & North Africa,1987,31.1000211276423,63352.2940320065,71.049,1533536
United Arab Emirates,Middle East & North Africa,1988,29.7269625202665,58146.7964800485,71.361,1627066
United Arab Emirates,Middle East & North Africa,1989,31.5747539666949,61588.0867298091,71.657,1725681
United Arab Emirates,Middle East & North Africa,1990,28.4446241369654,68780.5885485528,71.939,1828432
United Arab Emirates,Middle East & North Africa,1991,29.4302251809743,65478.7069202228,72.208,1937153
United Arab Emirates,Middle East & North Africa,1992,28.3193886085525,63853.890761015,72.466,2052891
United Arab Emirates,Middle East & North Africa,1993,30.3617628692872,61081.3715995434,72.715,2173139
United Arab Emirates,Middle East & North Africa,1994,31.873892568161,61843.2137119288,72.957,2294385
United Arab Emirates,Middle East & North Africa,1995,29.2498780583746,62681.6090675803,73.194,2415090
United Arab Emirates,Middle East & North Africa,1996,28.9200595007889,63076.6064636338,73.428,2539126
United Arab Emirates,Middle East & North Africa,1997,27.5886854720551,64864.720318444,73.657,2671362
United Arab Emirates,Middle East & North Africa,1998,28.9687908562946,61773.8673566819,73.883,2813214
United Arab Emirates,Middle East & North Africa,1999,26.4241040392659,60291.5089875618,74.106,2966034
United Arab Emirates,Middle East & North Africa,2000,35.9157642701389,63251.5229870394,74.327,3134062
United Arab Emirates,Middle East & North Africa,2001,30.7030513343703,60861.2659986951,74.544,3302719
United Arab Emirates,Middle East & North Africa,2002,24.3350930513798,59187.2069291282,74.758,3478777
United Arab Emirates,Middle East & North Africa,2003,28.7675097496398,60351.1400473436,74.968,3711932
United Arab Emirates,Middle East & North Africa,2004,27.8168056589908,60328.3205264375,75.174,4068570
United Arab Emirates,Middle East & North Africa,2005,25.2977024884351,56092.9202185986,75.376,4588225
United Arab Emirates,Middle East & North Africa,2006,23.3441858701243,53335.0315740292,75.573,5300174
United Arab Emirates,Middle East & North Africa,2007,21.9740447066368,47283.9032785234,75.767,6168838
United Arab Emirates,Middle East & North Africa,2008,22.1691104024875,42456.7958854415,75.957,7089487
United Arab Emirates,Middle East & North Africa,2009,21.2538911901575,36024.0582294666,76.145,7917372
United Arab Emirates,Middle East & North Africa,2010,18.5524727052248,33893.303514039,76.332,8549988
United Arab Emirates,Middle East & North Africa,2011,19.1830645829219,34634.8621429885,76.521,8946777
United Arab Emirates,Middle East & North Africa,2012,24.0431371064746,35416.8917844949,76.711,9141596
United Arab Emirates,Middle East & North Africa,2013,23.9960015916659,36978.8330410358,76.903,9197910
United Arab Emirates,Middle East & North Africa,2014,24.5430426489621,38495.0463523453,77.095,9214175
United Arab Emirates,Middle East & North Africa,2015,21.0263924904727,40247.7471408685,77.285,9262900
United Arab Emirates,Middle East & North Africa,2016,22.0408285243639,41045.1111167209,77.47,9360980
United Arab Emirates,Middle East & North Africa,2017,NA,41460.2834462501,77.647,9487203
United Arab Emirates,Middle East & North Africa,2018,NA,41327.3827625282,77.814,9630959
United Arab Emirates,Middle East & North Africa,2019,NA,41420.4830318379,NA,9770529
Argentina,Latin America & Caribbean ,1960,2.38334297035428,5642.76513813328,65.055,20481779
Argentina,Latin America & Caribbean ,1961,2.45855142553302,5853.17190550128,65.176,20817266
Argentina,Latin America & Caribbean ,1962,2.53844603606137,5711.17933827409,65.269,21153052
Argentina,Latin America & Caribbean ,1963,2.33068505283097,5323.49430875299,65.348,21488912
Argentina,Latin America & Caribbean ,1964,2.55344179743567,5772.64996675285,65.426,21824425
Argentina,Latin America & Caribbean ,1965,2.65646573840291,6286.22934651492,65.518,22159650
Argentina,Latin America & Caribbean ,1966,2.80689551696705,6151.92602594926,65.64,22494035
Argentina,Latin America & Caribbean ,1967,2.871099658945,6255.18402161641,65.796,22828869
Argentina,Latin America & Caribbean ,1968,2.98177731636121,6460.78745199298,65.989,23168267
Argentina,Latin America & Caribbean ,1969,3.28816119970689,6980.89917797887,66.219,23517611
Argentina,Latin America & Caribbean ,1970,3.46452723619014,7084.18147848151,66.483,23880561
Argentina,Latin America & Caribbean ,1971,3.66615941648738,7368.07758010525,66.774,24259561
Argentina,Latin America & Caribbean ,1972,3.65700815412214,7368.50576960672,67.078,24653175
Argentina,Latin America & Caribbean ,1973,3.75415427499428,7453.75355684331,67.383,25056478
Argentina,Latin America & Caribbean ,1974,3.75336660448062,7740.85592849079,67.686,25462302
Argentina,Latin America & Caribbean ,1975,3.67015070415827,7617.94315128736,67.985,25865776
Argentina,Latin America & Caribbean ,1976,3.79926198227955,7350.8285666498,68.283,26264681
Argentina,Latin America & Caribbean ,1977,3.78041549059055,7743.58231487359,68.585,26661398
Argentina,Latin America & Caribbean ,1978,3.79288096280975,7285.43955621042,68.891,27061047
Argentina,Latin America & Caribbean ,1979,4.02981026998763,7910.36662234598,69.197,27471036
Argentina,Latin America & Caribbean ,1980,3.89788833219675,7908.02261816432,69.496,27896528
Argentina,Latin America & Caribbean ,1981,3.6008100283307,7380.67498356137,69.777,28338515
Argentina,Latin America & Caribbean ,1982,3.59179341867078,7210.34702077923,70.033,28794548
Argentina,Latin America & Caribbean ,1983,3.59556404239252,7403.72720995174,70.262,29262047
Argentina,Latin America & Caribbean ,1984,3.5821484971648,7399.88911933586,70.466,29737093
Argentina,Latin America & Caribbean ,1985,3.3292256468773,6904.64504404204,70.65,30216279
Argentina,Latin America & Caribbean ,1986,3.39465765033634,7214.27070267463,70.825,30698964
Argentina,Latin America & Caribbean ,1987,3.68588331703513,7294.06425599089,71.001,31184415
Argentina,Latin America & Caribbean ,1988,3.83571434593551,7104.18120080538,71.186,31668949
Argentina,Latin America & Caribbean ,1989,3.64223245430046,6497.42554534223,71.384,32148134
Argentina,Latin America & Caribbean ,1990,3.43815141220892,6245.70857662189,71.594,32618651
Argentina,Latin America & Caribbean ,1991,3.53995921883975,6721.27823910953,71.813,33079000
Argentina,Latin America & Caribbean ,1992,3.61928035773818,7157.32831119985,72.032,33529326
Argentina,Latin America & Caribbean ,1993,3.47149448525499,7644.23569200433,72.246,33970111
Argentina,Latin America & Caribbean ,1994,3.55809941158059,7988.64461361092,72.453,34402672
Argentina,Latin America & Caribbean ,1995,3.67414170770385,7666.53000424516,72.651,34828170
Argentina,Latin America & Caribbean ,1996,3.83019839147142,7994.24337081722,72.843,35246374
Argentina,Latin America & Caribbean ,1997,3.87027000740855,8543.02853403286,73.029,35657429
Argentina,Latin America & Caribbean ,1998,3.87692639244616,8772.06320960578,73.213,36063459
Argentina,Latin America & Caribbean ,1999,4.03058881541224,8381.25399829498,73.396,36467218
Argentina,Latin America & Caribbean ,2000,3.8549919479614,8224.11282651363,73.576,36870787
Argentina,Latin America & Caribbean ,2001,3.58735031650151,7776.13787206685,73.755,37275652
Argentina,Latin America & Caribbean ,2002,3.3096836879838,6854.29408086406,73.932,37681749
Argentina,Latin America & Caribbean ,2003,3.5460883239776,7380.4670873289,74.107,38087868
Argentina,Latin America & Caribbean ,2004,4.09408291682224,7962.41230916816,74.28,38491972
Argentina,Latin America & Caribbean ,2005,4.16812854757591,8577.86499429459,74.451,38892931
Argentina,Latin America & Caribbean ,2006,4.46518602068451,9174.50245831661,74.62,39289878
Argentina,Latin America & Caribbean ,2007,4.41424641662401,9901.51188115634,74.787,39684295
Argentina,Latin America & Caribbean ,2008,4.7182244282458,10201.4759370923,74.952,40080160
Argentina,Latin America & Caribbean ,2009,4.44538780283611,9502.24358504659,75.116,40482788
Argentina,Latin America & Caribbean ,2010,4.60680413645499,10385.9644319555,75.278,40788453
Argentina,Latin America & Caribbean ,2011,4.64410645374173,10883.315359489,75.439,41261490
Argentina,Latin America & Caribbean ,2012,4.62525961600278,10649.8372874572,75.598,41733271
Argentina,Latin America & Caribbean ,2013,4.58977417091963,10784.6306992057,75.756,42202935
Argentina,Latin America & Caribbean ,2014,4.5882296019405,10398.6940069464,75.913,42669500
Argentina,Latin America & Caribbean ,2015,4.6640107478523,10568.1578087083,76.068,43131966
Argentina,Latin America & Caribbean ,2016,4.61908548237078,10239.4813479933,76.221,43590368
Argentina,Latin America & Caribbean ,2017,NA,10404.2635134208,76.372,44044811
Argentina,Latin America & Caribbean ,2018,NA,10043.5085520823,76.52,44494502
Argentina,Latin America & Caribbean ,2019,NA,9729.14157413904,NA,44938712
Armenia,Europe & Central Asia,1990,NA,1795.28422592838,67.879,3538171
Armenia,Europe & Central Asia,1991,NA,1600.12074396172,67.87,3505258
Armenia,Europe & Central Asia,1992,1.6924695677987,948.16030610936,67.99,3442817
Armenia,Europe & Central Asia,1993,0.759981243540201,885.216985879883,68.218,3363108
Armenia,Europe & Central Asia,1994,0.824153606318789,955.591035098613,68.538,3283667
Armenia,Europe & Central Asia,1995,1.05997548291326,1042.58347163728,68.938,3217348
Armenia,Europe & Central Asia,1996,0.809044886704558,1120.84988485751,69.404,3168221
Armenia,Europe & Central Asia,1997,1.03230198695281,1171.05993764278,69.912,3133089
Armenia,Europe & Central Asia,1998,1.08169108051084,1266.41072717579,70.434,3108687
Armenia,Europe & Central Asia,1999,0.975802049969214,1316.53041801902,70.944,3089022
Armenia,Europe & Central Asia,2000,1.12891750073544,1403.03125693319,71.409,3069591
Armenia,Europe & Central Asia,2001,1.16115550366196,1547.25096426637,71.8,3050687
Armenia,Europe & Central Asia,2002,1.00317470990231,1761.13404630652,72.112,3033978
Armenia,Europe & Central Asia,2003,1.13609087282285,2018.36748633212,72.348,3017932
Armenia,Europe & Central Asia,2004,1.2147078034605,2243.08895410475,72.513,3000720
Armenia,Europe & Central Asia,2005,1.45879556658591,2571.54737414349,72.626,2981269
Armenia,Europe & Central Asia,2006,1.48003503355128,2933.58637167002,72.716,2958307
Armenia,Europe & Central Asia,2007,1.72432720524801,3364.7057424114,72.815,2932618
Armenia,Europe & Central Asia,2008,1.90941107119298,3627.79670232372,72.946,2907618
Armenia,Europe & Central Asia,2009,1.50966901331398,3137.34609774988,73.118,2888092
Armenia,Europe & Central Asia,2010,1.46306891936556,3218.37270660563,73.331,2877319
Armenia,Europe & Central Asia,2011,1.70950183866857,3370.55110340079,73.572,2876538
Armenia,Europe & Central Asia,2012,1.97447948827919,3603.59584818863,73.82,2884229
Armenia,Europe & Central Asia,2013,1.89704008580942,3705.35739639054,74.056,2897584
Armenia,Europe & Central Asia,2014,1.89871937365811,3819.21778719537,74.273,2912403
Armenia,Europe & Central Asia,2015,1.64200409290141,3923.71650214361,74.467,2925553
Armenia,Europe & Central Asia,2016,1.75597603116466,3917.37967565773,74.64,2936146
Armenia,Europe & Central Asia,2017,NA,4198.79474867504,74.797,2944809
Armenia,Europe & Central Asia,2018,NA,4406.70643383294,74.945,2951776
Armenia,Europe & Central Asia,2019,NA,4732.06950615408,NA,2957731
American Samoa,East Asia & Pacific,2002,NA,10551.212572216,NA,59080
American Samoa,East Asia & Pacific,2003,NA,10561.3156869179,NA,59504
American Samoa,East Asia & Pacific,2004,NA,10586.6823368619,NA,59681
American Samoa,East Asia & Pacific,2005,NA,10565.2319198874,NA,59562
American Samoa,East Asia & Pacific,2006,NA,10202.9553063961,NA,59107
American Samoa,East Asia & Pacific,2007,NA,10535.5519401488,NA,58365
American Samoa,East Asia & Pacific,2008,NA,10416.0057817659,NA,57492
American Samoa,East Asia & Pacific,2009,NA,10117.0113625969,NA,56683
American Samoa,East Asia & Pacific,2010,NA,10271.2245225485,NA,56079
American Samoa,East Asia & Pacific,2011,NA,10360.5091546826,NA,55759
American Samoa,East Asia & Pacific,2012,NA,9921.80610804858,NA,55667
American Samoa,East Asia & Pacific,2013,NA,9640.34446203249,NA,55713
American Samoa,East Asia & Pacific,2014,NA,9717.82905631836,NA,55791
American Samoa,East Asia & Pacific,2015,NA,9850.56503409338,NA,55812
American Samoa,East Asia & Pacific,2016,NA,9589.9798367323,NA,55741
American Samoa,East Asia & Pacific,2017,NA,9048.18252237097,NA,55620
American Samoa,East Asia & Pacific,2018,NA,9271.71200951825,NA,55465
Antigua and Barbuda,Latin America & Caribbean ,1977,7.49222156083592,5197.16045587396,67.533,62159
Antigua and Barbuda,Latin America & Caribbean ,1978,7.92085240827906,5435.74085667369,67.837,62036
Antigua and Barbuda,Latin America & Caribbean ,1979,6.57019950929752,5882.90063127629,68.154,61952
